country,project,submission_date,activity,subactivity,indicator_id,indicator_level,indicator,classification,unit,baseline,actual_to_date,end_of_compact_target,percent_complete_to_date,notes
Ghana,Transportation,"March 17, 2011",Activity 3: Ferry Activity,N/A,GHANA_TRANSPORTATION_0055,Process,Amount of signed contracts for MiDA Roads' design/feasibility studies disbursed,Cumulative,US Dollars,0,"5,549,044.07","5,549,044.07",100%,Target and Actual for all roads include Feeder Roads figures taken from the Agriculture worksheet.
Ghana,Transportation,"March 17, 2011",Activity 3: Ferry Activity,N/A,GHANA_TRANSPORTATION_0056,Process,Percent of contracted for MiDA Roads' design/feasibility studies disbursed,Cumulative,Percentage,0,100,100,100%,Target and Actual for all roads include Feeder Roads figures taken from the Agriculture worksheet.
Ghana,Transportation,"March 17, 2011",Activity 3: Ferry Activity,N/A,GHANA_TRANSPORTATION_0057,Process,Value of signed contracts for MiDA Roads' works,Cumulative,US Dollars,0," 250,604,021.66 ",,,Target and Actual for all roads include Feeder Roads figures taken from the Agriculture worksheet.
Ghana,Transportation,"March 17, 2011",Activity 3: Ferry Activity,N/A,GHANA_TRANSPORTATION_0058,Process,Amount of signed contracts for MiDA Roads' works disbursed,Cumulative,US Dollars,0," 250,604,021.66 ","200,821,571",125%,Target and Actual for all roads include Feeder Roads figures taken from the Agriculture worksheet.
Ghana,Transportation,"March 17, 2011",Activity 3: Ferry Activity,N/A,GHANA_TRANSPORTATION_0059,Process,Percent of contracted MiDA Roads' works disbursed,Cumulative,Percentage,0,100.00,100,100%,Target and Actual for all roads include Feeder Roads figures taken from the Agriculture worksheet.
Honduras,All Projects and Activities,,All Activities,N/A,HONDURAS_ALL PROJECTS AND ACTIVITIES_0001,,Goal,"Increase in income of Beneficiaries (annual US$ millions). (Disaggregated by income level, gender and age, where appropriate.)",Cumulative,USD,,,79.9,0%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0001,,Goal,Increase in farm employment income resulting from Rural Development Project,Cumulative,USD,,,11.1,0%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0002,,Goal,Benefit of Farm to Market Roads,Cumulative,USD,,,8,0%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0003,,Goal,Benefits of Agricultural Public Goods Grant Facility,Cumulative,USD,,,3,0%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0004,,Objective,Program Farmers harvesting high-value horticulture crops ,Cumulative,Number,100%,"6,029","6,000",100%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0005,,Objective,Hectares harvesting high-value horticulture crops ,Cumulative,Hectares,111%,"9,287","8,400",111%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0006,,Objective,Hectares under irrigation,Cumulative,Hectares,197%,400,203,197%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0007,,Objective,Farmers testing beneficial biological control agents ,Cumulative,Number,80%,80,100,80%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0008,,Objective,Coffee plants cloned ,Cumulative,Number,104%,"259,000","250,000",104%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0009,,Outcome,Business plans prepared by program farmers with assistance from Implementing Entity,Cumulative,Number,232%,"16,119","6,960",232%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0010,,Outcome,Total Value of net sales ,Cumulative,USD,,"61,200,000",,
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0011,,Outcome,Total Value of gross sales,Cumulative,USD,,"125,300,000",,
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0012,,Outcome,Total Value of gross export sales ,Cumulative,USD,,"48,300,000",,
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0013,,Outcome,Total Value of gross local sales ,Cumulative,USD,,"77,010,000",,
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0014,,Outcome,"Value of loans outstanding to farmers, agribusiness, and other producers and vendors in the horticulture industry, including Program Farmers as of end of the reporting period / Trust fund  resources",Level,USD,224%,"2,238,000","1,000,000",224%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0015,,Outcome,"Value of loans outstanding to farmers, agribusiness, and other producers and vendors in the horticulture industry, including Program Farmers as of end of the reporting period / Leveraged from Trust fund resources",Level,USD,19%,"18,500","100,000",19%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0016,,Outcome,"Value of loans disbursed 
to farmers, agribusiness, and other producers and vendors in the horticulture industry, including Program Farmers cumulative to date (Trust Fund)",Cumulative,USD,18%,"10,695,460","60,000,000",18%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0017,,Outcome,"Value of loans disbursed 
to farmers, agribusiness, and other producers and vendors in the horticulture industry, including Program Farmers cumulative to date (Leveraged from Trust Fund resources)  /9
",Cumulative,USD,,"70,400",,
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0018,,Outcome,"Loans outstanding (BAMER and ACDI-VOCA)
to farmers, agribusiness, and other producers and vendors in the horticulture industry, including Program Farmers as of end of the reporting period. /9",Level,Number,,"4,001",,
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0019,,Outcome,"Loans outstanding (Institutions with ACDI-VOCA T.A.) to farmers, agribusiness, and other producers and vendors in the horticulture industry, including Program Farmers as of end of the reporting period",Level,Number,114%,"4,605","4,050",114%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0020,,Outcome,"Loans disbursed (BAMER and ACDI-VOCA)
to farmers, agribusiness, and other producers and vendors in the horticulture industry, including Program Farmers  cumulative to date /9
",Cumulative,Number,,"10,186",,
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0021,,Outcome,"Loans disbursed (Institutions with ACDI-VOCA T.A.)
to farmers, agribusiness, and other producers and vendors in the horticulture industry, including Program Farmers  cumulative to date /9
",Cumulative,Number,103%,"9,305","9,000",103%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0022,,Outcome,"Farmers, agribusiness, and other producers and vendors in the horticulture industry receiving loans, including Program Farmers  cumulative to date, (BAMER and ACDI-VOCA)",Cumulative,Number,,"5,919",,
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0023,,Outcome,"Farmers, agribusiness, and other producers and vendors in the horticulture industry receiving loans, including Program Farmers  cumulative to date, (ACDI-VOCA)",Cumulative,Number,101%,"5,428","5,400",101%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0024,,Outcome,"Farmers, agribusiness, and other producers and vendors in the horticulture industry, including Program Farmers  with loans outstanding, (BAMER and ACDI-VOCA)",Level,Number,,"2,895",,
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0025,,Outcome,"Farmers, agribusiness, and other producers and vendors in the horticulture industry, including Program Farmers  with loans outstanding, (ACDI-VOCA)",Level,Number,83%,"3,343","4,050",83%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0026,,Outcome,MCA Honduras Loan Portfolio At Risk (PAR) Trust Fund(over 60 days),Level,Percentage,332%,19.9,6,332%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0027,,Outcome,MCA Honduras Loan Portfolio At Risk (PAR) (ACDI-VOCA Portfolio) (over 60 days) /11,Level,Percentage,163%,9.8,6,163%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0028,,Outcome,Financial institutions that are  filing pledges on behalf of debtors in the Secured Transactions Registry ,Level,Number,0%,,20,0%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0029,,Outcome,Farmers connected  to the community irrigation system,Cumulative,Number,247%,967,392,247%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0030,,Outcome,Beneficial biological control agents developed for use by Programs Farmers or other farmers for pilot testing,Cumulative,Number,100%,3,3,100%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0031,,Outcome,Improved coffee hybrids available for cloning,Level,Number,100%,3,3,100%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0032,,Outcome,New products developed as part of the Value-Added Grant   ,Cumulative,Number,100%,30,30,100%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0033,,Output,Recruited farmers receiving technical assistance,Cumulative,Number,88%,"7,265","8,255",88%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0034,,Output,TA Visits to Program Farmers,Cumulative,Number,244%,"150,278","61,600",244%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0035,,Output,Lien Registry equipment installed,Level,Yes/No,,Yes,,Complete
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0036,,Output,Funds lent from the Trust Fund  to financial intermediaries trough lines of credit /12,Cumulative,USD,120%,"7,174,686","6,000,000",120%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0037,,Output,Funds repaid by financial intermediaries to  Trust Fund  ,Level,USD,42%,"-2,517,848","-6,000,000",42%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0038,,Output,Certified deliverables across all Agricultural Public Goods Grants ,Cumulative,Number,191%,105,55,191%
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0039,,Output,Agribusiness Assisted with support of FTDA and APGGF ,Cumulative,Number,,464,,
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0040,,Output,Hectares under production with support of FTDA and APGGF ,Cumulative,Hectares,,"19,815",,
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0041,,Output,Farmers that have improved techniques with support of FTDA and APGGF ,Cumulative,Hectares,,"6,996",,
Honduras,Rural Development,,All Activities,N/A,HONDURAS_RURAL DEVELOPMENT_0042,,Output,Number of hectares under production with support of FTDA (FINTRAC only),Cumulative,Hectares,,"19,877",,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0001,Goal,Benefits of Highway CA-5 upgrade,Cumulative,USD,0,0,,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0002,Goal,Benefits of secondary road paving,Cumulative,USD,0,0,,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0003,Objective,Freight shipment cost from Tegucigalpa to Puerto Cortes,Level,USD/ton,6.4,,5.78,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0004,Objective,Price of basic food basket,Level,USD/Rural family/Monthly,174.49,,,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0005,Objective,Average daily traffic volume ,Level,Number,8374,,"9,447",,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0006,Objective,Average daily traffic volume ,Level,Number,"5,411",,"6,104",,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0007,Objective,Average daily traffic volume ,Level,Number,"6,732",,7594,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0008,Objective,Average daily traffic volume ,Level,Number,676,,887,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0009,Objective,Average daily traffic volume ,Level,Number,TBD,,,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0010,Outcome,Cost per journey (International roughness index),Level,Number,4.7,,1.9,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0011,Outcome,Cost per journey (International roughness index),Level,Number,4.4,,1.9,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0012,Outcome,Cost per journey (International roughness index),Level,Number,4,2.2,1.9,116%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0013,Outcome,Cost per journey (International roughness index),Level,Number,4,3,1.9,168%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0014,Outcome,"Cost per journey (International roughness index), avg",Level,Number,13.6,3,2.5,128%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0015,Outcome,Cost per journey (Average speed),Level,Kilometers/hour,29.2,,,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0016,Output,Kilometres of highway upgraded,Level,Km,109,49.5,109,45%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0017,Output,Kilometres of secondary roads upgraded,Level,Km,91,65.5,65.5,100%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0018,Output,Kilometers of Rural Roads upgraded,Level,Km,"1,500",495.1,499,99%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0019,Output,Percent of total works and supervision completed (CA-5: SI (TGU-RH)),Cumulative,Percentage,0,19.3,100,19%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0020,Output,Percent of total works and supervision completed (CA-5: S2 (RH-COM)),Cumulative,Percentage,0,49.7,100,50%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0021,Output,Percent of total works and supervision completed (Com - Sigua),Cumulative,Percentage,0,90.6,100,91%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0022,Output,Percent of total works and supervision completed (Sigua - Tau),Cumulative,Percentage,0,98.4,100,98%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0023,Output,Percent  of total works and supervision completed (Choluteca - Orocuina) ,Cumulative,Percentage,0,92.5,100,93%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0024,Output,Percent  of total works and supervision completed (Comayagua - Ajuterique - La Paz),Cumulative,Percentage,0,98.6,100,99%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0025,Output,Percent  of total works and supervision completed (Sonaguera - KM35),Cumulative,Percentage,0,100,100,100%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0026,Process,"Value of signed contracts for feasibility, design, supervision and program mgmt contracts",Cumulative,USD,0,"2,470,000",,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0027,Process,"Value of signed contracts for feasibility, design, supervision and program mgmt contracts  disbursed",Cumulative,USD,0,"260,000",,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0028,Process,Percent disbursed for contracted studies,Cumulative,Percentage,0,11,,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0029,Process,"Value of signed contracts for road works
",Level,USD,0,"179,400,000",,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0030,Process,Value of signed contracts for road works disbursed (Cumulative),Level,USD,0,"117,500,000",,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0031,Process,Percent of contracted roads works disbursed,Cumulative,Percentage,0,65,,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0032,Output,Number of Kilometers (km) of roads under design,Cumulative,Km,0,673,,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0033,Output,Kilometers (km) of roads under works contracts,Level,Km,0,673,,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0034,Output,Kilometers (km) of roads completed,Cumulative,Km,0,610,,,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0035,Output,Number of resettlement solved cases (CA-5),Cumulative,Number,0,221,526,42%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0036,Output,Number of resettlement solved cases (Secondary roads),Cumulative,Number,0,17,144,12%,
Honduras,Transportation,,All Activities,N/A,HONDURAS_TRANSPORTATION_0037,Output,Number of  construction works and supervision contracts signed ,Cumulative,Number,0,26,16,163%,
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0001,Objective,Number of farmers that adopt new technologies or engage in higher value production,Incremental,Number,0,"1,892","12,800",15%,
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0002,Objective,Number of enterprises that adopt new technologies or engage in higher value production,Incremental,Number,0,1,300,0.3%,
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0003,Objective,Change in farm income due to improved production and marketing practices ,Level,Percentage,0,,20,0%,
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0004,Objective,Change in enterprise income due to improved production and marketing practices,Level,Percentage,0,,30,0%,
Madagascar,ABIP,,Activity A: Create and Operate Six Agricultural Business centers (ABCs),N/A,MADAGASCAR_ABIP_0005,Output,Numbers of business plans prepared,Incremental,Number,0,"1,811","1,213",149%,
Madagascar,ABIP,,Activity A: Create and Operate Six Agricultural Business centers (ABCs),N/A,MADAGASCAR_ABIP_0006,Output,Number of farmers receiving technical assistance,Incremental,Number,0,"31,278","32,000",98%,
Madagascar,ABIP,,Activity A: Create and Operate Six Agricultural Business centers (ABCs),N/A,MADAGASCAR_ABIP_0007,Outcome,Number of farmers employing technical assistance,Incremental,Number,0,"9,650","12,800",75%,
Madagascar,ABIP,,Activity A: Create and Operate Six Agricultural Business centers (ABCs),N/A,MADAGASCAR_ABIP_0008,Output,Number of businesses receiving technical assistance ,Incremental,Number,0,324,300,108%,
Madagascar,ABIP,,Activity A: Create and Operate Six Agricultural Business centers (ABCs),N/A,MADAGASCAR_ABIP_0009,Outcome,Number of businesses employing technical assistance,Incremental,Number,0,49,300,16%,
Madagascar,ABIP,,Activity A: Create and Operate Six Agricultural Business centers (ABCs),N/A,MADAGASCAR_ABIP_0010,Output,Number of ABC cooperative members ,Incremental,Number,0,,"4,500",0%,
Madagascar,ABIP,,Activity A: Create and Operate Six Agricultural Business centers (ABCs),N/A,MADAGASCAR_ABIP_0011,Output,Number of ABC cooperative members trained in new techniques,Incremental,Number,0,,"4,500",0%,
Madagascar,ABIP,,Activity A: Create and Operate Six Agricultural Business centers (ABCs),N/A,MADAGASCAR_ABIP_0012,Outcome,Volume of crop production commercialized by the ABC cooperatives,Incremental,Tons,0,,"1,800",0%,
Madagascar,ABIP,,Activity A: Create and Operate Six Agricultural Business centers (ABCs),N/A,MADAGASCAR_ABIP_0013,Outcome,Turnover sales on high value commodities made by the ABC cooperatives,Incremental,Million MGA,0,,"1,350",0%,
Madagascar,ABIP,,"Activity B: Create NCC, Coordinate Activities with Government Ministries and ABCs, and Identify Zones",N/A,MADAGASCAR_ABIP_0014,Process,Number of MAEP agents trained in Marketing and Investment Promotion,Incremental,Number,,40,42,95%,
Madagascar,ABIP,,"Activity B: Create NCC, Coordinate Activities with Government Ministries and ABCs, and Identify Zones",N/A,MADAGASCAR_ABIP_0015,Process,Zones identified and description of beneficiaries within each zone submitted,Date,Date,,,,,
Madagascar,ABIP,,"Activity B: Create NCC, Coordinate Activities with Government Ministries and ABCs, and Identify Zones",N/A,MADAGASCAR_ABIP_0016,Process,ABC/NCC linkage plan in place,Date,Date,,,,,
Madagascar,ABIP,,"Activity B: Create NCC, Coordinate Activities with Government Ministries and ABCs, and Identify Zones",N/A,MADAGASCAR_ABIP_0017,Process,NCC created,Date,Date,,,,,
Madagascar,ABIP,,"Activity B: Create NCC, Coordinate Activities with Government Ministries and ABCs, and Identify Zones",N/A,MADAGASCAR_ABIP_0018,Process,Business plan for NCC prepared,Date,Date,,,,,
Madagascar,ABIP,,Activity C: Identify Investment Opportunities,N/A,MADAGASCAR_ABIP_0019,Output,Number of people receiving information from ABCs on business opportunities,Incremental,Number,0,"7,751","14,800",,
Madagascar,ABIP,,Activity C: Identify Investment Opportunities,N/A,MADAGASCAR_ABIP_0020,Process,Zonal Investment strategies for the Zones are developed,Date,Date,,,,,
Madagascar,ABIP,,Activity D: Build Management Capacity in the Zones,N/A,MADAGASCAR_ABIP_0021,Output,"Number of ABC clients who register as formal enterprises, cooperatives, or associations",Incremental,Number,0,494,597,83%,
Madagascar,ABIP,,Activity D: Build Management Capacity in the Zones,N/A,MADAGASCAR_ABIP_0022,Outcome,Number of  marketing contracts of  ABC clients,Incremental,Number,0,837,924,91%,
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0001,Objective,Number of savings accounts from CEM in the Zone,Cumulative,Number,"198,522","242,608","275,000",58%,
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0002,Objective,Outstanding value of savings accounts from CEM in the Zone,Level,USD,"13,432,727","19,761,810","34,000,000",31%,
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0003,Objective,Number of savings accounts from primary bank,Level,Number,"75,297","95,823",,,Not included in M&E plan. This indicator tracks national level data collected to serve as a reference for the MFI work in the zones of intervention.
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0004,Objective,Outstanding value of accounts from primary bank,Level,USD,"133,667,500","202,548,889",,,Not included in M&E plan. This indicator tracks national level data collected to serve as a reference for the MFI work in the zones of intervention.
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0005,Objective,Number of savings accounts from the MFIs,Level,Number,"74,202","109,176",,,Not included in M&E plan. This indicator tracks national level data collected to serve as a reference for the MFI work in the zones of intervention.
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0006,Objective,Outstanding value of accounts from the MFIs,Level,USD,"4,834,599","8,652,132",,,Not included in M&E plan. This indicator tracks national level data collected to serve as a reference for the MFI work in the zones of intervention.
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0007,Objective,Number of loans from the MFIs,Level,Number,"11,727","25,733",,,Not included in M&E plan. This indicator tracks national level data collected to serve as a reference for the MFI work in the zones of intervention.
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0008,Objective,Outstanding value of loans from the MFIs,Level,USD,"3,945,397","7,307,623",,,Not included in M&E plan. This indicator tracks national level data collected to serve as a reference for the MFI work in the zones of intervention.
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0009,Objective,Number of loans from the primary banks,Level,Number,"49,933","52,491",,,Not included in M&E plan. This indicator tracks national level data collected to serve as a reference for the MFI work in the zones of intervention.
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0010,Objective,Value of outstanding loans from the primary banks,Level,USD,"53,423,000","115,195,000",,,Not included in M&E plan. This indicator tracks national level data collected to serve as a reference for the MFI work in the zones of intervention.
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0011,Objective,Number of savings accounts from the MFIs supported by MCA Challenge Fund in the Zone,Level,Number,"57,178","111,122","125,600",79%,
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0012,Objective,Outstanding value of savings accounts from MFIs supported by MCA Challenge Fund in the Zone,Level,USD,"1,464,208","8,957,612","9,500,000",93%,
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0013,Objective,Number of loans from MFIs supported by the Project in the Zone,Level,Number,"17,938","29,988",TBD,,
Madagascar,ABIP,,All Activities,N/A,MADAGASCAR_ABIP_0014,Objective,Value of outstanding loans from MFIs supported by the Project in the Zone,Level,USD,"5,112,922","10,749,467",TBD,,
Madagascar,ABIP,,Activity A: Promote Legal and Regulatory Reform,N/A,MADAGASCAR_ABIP_0015,Outcome,Banking and financial sector legislation submitted to Parliament,Date,Date,,,1-Dec-08,Pending,
Madagascar,ABIP,,Activity B: Reform Soveriegn Debt Management and Issuance,N/A,MADAGASCAR_ABIP_0016,Outcome,Amount of government debt issued with maturities in excess of 52 weeks,Cumulative,USD,0,0,"50,000,000",0%,
Madagascar,ABIP,,Activity B: Reform Soveriegn Debt Management and Issuance,N/A,MADAGASCAR_ABIP_0017,Outcome,The number of Central bank branches capable of accepting auction tenders,Incremental,Number,2,5,11,33%,
Madagascar,ABIP,,Activity C: Strengthen the National Savings Bank (CEM),N/A,MADAGASCAR_ABIP_0018,Outcome,Number of CEM branches built in the Zones,Incremental,Number,0,2,4,50%,
Madagascar,ABIP,,Activity D: Provide New Instruments for Agribusiness Credit,N/A,MADAGASCAR_ABIP_0019,Outcome,Percentage of population aware of financial services offered by MFIs in the zones,Cumulative,Percentage,,0,60,0%,
Madagascar,ABIP,,Activity D: Provide New Instruments for Agribusiness Credit,N/A,MADAGASCAR_ABIP_0020,Outcome,Number of MFIs participating in the Refinancing and Guarantee funds,Incremental,Number,0,4,7,57%,
Madagascar,ABIP,,Activity D: Provide New Instruments for Agribusiness Credit,N/A,MADAGASCAR_ABIP_0021,Outcome,Value of refinancing loans and guarantees issued to participating MFIs,Level,USD,0,"962,961","3,000,000",32%,
Madagascar,ABIP,,Activity D: Provide New Instruments for Agribusiness Credit,N/A,MADAGASCAR_ABIP_0022,Outcome,Portfolio-at-risk rate (90 days) of MFIs,Level,Percentage,12,0,6,0%,
Madagascar,ABIP,,Activity E: Modernize the National Interbank Payments System,N/A,MADAGASCAR_ABIP_0023,Outcome,Maximum check clearing delay,Level,Days,45,,3,0%,
Madagascar,ABIP,,Activity E: Modernize the National Interbank Payments System,N/A,MADAGASCAR_ABIP_0024,Outcome,Volume of funds processed annually by the national payment system ,Level,Billion MGA,"6,145",,"10,535",0%,
Madagascar,ABIP,,Activity E: Modernize the National Interbank Payments System,N/A,MADAGASCAR_ABIP_0025,Outcome,Number of transactions processed annually by the national payment system,Level,Number,"2,330,000",,"4,396,000",0%,
Madagascar,ABIP,,Activity E: Modernize the National Interbank Payments System,N/A,MADAGASCAR_ABIP_0026,Outcome,The components necessary to implement the national payment system are operational: network equipment and integrator operational,Date,Date,,20-Jul-09,1-Apr-09,Completed,
Madagascar,ABIP,,Activity E: Modernize the National Interbank Payments System,N/A,MADAGASCAR_ABIP_0027,Process,Real time gross settelment system (RTGS) operational,Date,Date,,31-Jul-09,1-Jul-09,Completed,
Madagascar,ABIP,,Activity E: Modernize the National Interbank Payments System,N/A,MADAGASCAR_ABIP_0028,Process,Retail payment system operational,Date,Date,,15-Aug-09,1-Jul-09,Completed,
Madagascar,ABIP,,Activity E: Modernize the National Interbank Payments System,N/A,MADAGASCAR_ABIP_0029,Process,Telecommunication facilities operational,Date,Date,,10-Jul-09,1-May-09,Completed,
Madagascar,ABIP,,Activity F: Improve Credit Skills Training; Increase Credit Information and Analysis,N/A,MADAGASCAR_ABIP_0030,Outcome,Number of accountants and financial experts registred to become CPA ,Cumulative,Number,62,90,120,75%,
Madagascar,ABIP,,Activity F: Improve Credit Skills Training; Increase Credit Information and Analysis,N/A,MADAGASCAR_ABIP_0031,Outcome,Percent of MFI loans recorded in the Central Bank database,Level,Percentage,0,,95,0%,
Madagascar,Land Tenure,,All Activities,N/A,MADAGASCAR_LAND TENURE_0001,Objective,Percentage of identified hectares secured with titles in the Zones and Antananarivo,Incremental,Percentage,0,20.9,100,21%,
Madagascar,Land Tenure,,All Activities,N/A,MADAGASCAR_LAND TENURE_0002,Objective,Area secured with land certificates in the Zones ,Incremental,Hectares,0,"20,828","206,000",10%,
Madagascar,Land Tenure,,All Activities,N/A,MADAGASCAR_LAND TENURE_0003,Objective,Area secured with land titles in the Zones and Antananarivo,Incremental,Hectares,0,"9,219","44,000",21%,
