indicator_id,compact_year,timeframe,q1,q2,q3,q4,yearly_target,percent_complete
GHANA_TRANSPORTATION_0034,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0034,2,,,,,,,
GHANA_TRANSPORTATION_0034,3,,,,,,,
GHANA_TRANSPORTATION_0034,4,,,,,,,
GHANA_TRANSPORTATION_0034,5,,,,,,94.2,
GHANA_TRANSPORTATION_0035,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0035,2,,,,,,,
GHANA_TRANSPORTATION_0035,3,,,,,,,
GHANA_TRANSPORTATION_0035,4,,,,,,,
GHANA_TRANSPORTATION_0035,5,,,,,,132,
GHANA_TRANSPORTATION_0036,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0036,2,,,,,,,
GHANA_TRANSPORTATION_0036,3,,,,,,,
GHANA_TRANSPORTATION_0036,4,,,,,,,
GHANA_TRANSPORTATION_0036,5,,,,,,390,
GHANA_TRANSPORTATION_0037,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0037,2,,,,,,,
GHANA_TRANSPORTATION_0037,3,,,,,,,
GHANA_TRANSPORTATION_0037,4,,,,,,,
GHANA_TRANSPORTATION_0037,5,,,,,,63.8,
GHANA_TRANSPORTATION_0038,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0038,2,,,,,,,
GHANA_TRANSPORTATION_0038,3,,,,,,,
GHANA_TRANSPORTATION_0038,4,,,,,,,
GHANA_TRANSPORTATION_0038,5,,,,,,651,
GHANA_TRANSPORTATION_0039,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0039,2,,,,,,,
GHANA_TRANSPORTATION_0039,3,,,,,,,
GHANA_TRANSPORTATION_0039,4,,,,,,30-Jun-10,pending
GHANA_TRANSPORTATION_0039,5,,,,,,,
GHANA_TRANSPORTATION_0040,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0040,2,,,,,,,
GHANA_TRANSPORTATION_0040,3,,,,,,,
GHANA_TRANSPORTATION_0040,4,,,,,7,44.6,16%
GHANA_TRANSPORTATION_0040,5,,7.0,7.5,84,84,100,84%
GHANA_TRANSPORTATION_0041,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0041,2,,,,,,,
GHANA_TRANSPORTATION_0041,3,,,,,,,
GHANA_TRANSPORTATION_0041,4,,,,,,,
GHANA_TRANSPORTATION_0041,5,,,,,0,2,0%
GHANA_TRANSPORTATION_0042,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0042,2,,,,,,,
GHANA_TRANSPORTATION_0042,3,,,,,,,
GHANA_TRANSPORTATION_0042,4,,,,,,,
GHANA_TRANSPORTATION_0042,5,,,,,,31-Dec-10,pending
GHANA_TRANSPORTATION_0043,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0043,2,,,,,,,
GHANA_TRANSPORTATION_0043,3,,,,,,,
GHANA_TRANSPORTATION_0043,4,,,,,25,33.30,75%
GHANA_TRANSPORTATION_0043,5,,51,74,100,100,100,100%
GHANA_TRANSPORTATION_0044,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0044,2,,,,,,,
GHANA_TRANSPORTATION_0044,3,,,,,,,
GHANA_TRANSPORTATION_0044,4,,,,,,,
GHANA_TRANSPORTATION_0044,5,,,,2,2,2,100%
GHANA_TRANSPORTATION_0045,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0045,2,,,,,,,
GHANA_TRANSPORTATION_0045,3,,,,,,,
GHANA_TRANSPORTATION_0045,4,,"9,484,800.00","9,484,800.00","9,484,800.00","9,484,800.00",,
GHANA_TRANSPORTATION_0045,5,,"9,484,800.00","9,484,800.00","9,484,800.00","8,486,745.76",,
GHANA_TRANSPORTATION_0046,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0046,2,,,,,,,
GHANA_TRANSPORTATION_0046,3,,,,,,,
GHANA_TRANSPORTATION_0046,4,,"2,371,200","3,381,419","3,381,419","4,425,018.00","4,742,400",93%
GHANA_TRANSPORTATION_0046,5,,"5,607,736.00","6,181,979.00","6,181,979.00","8,486,745.76"," 9,484,800.00 ",89%
GHANA_TRANSPORTATION_0047,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0047,2,,,,,,,
GHANA_TRANSPORTATION_0047,3,,,,,,,
GHANA_TRANSPORTATION_0047,4,,25.00,35.65,35.65,46.65,50,93%
GHANA_TRANSPORTATION_0047,5,,59.12,65.18,65.18,100.00,100,100%
GHANA_TRANSPORTATION_0048,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0048,2,,,,,,,
GHANA_TRANSPORTATION_0048,3,,,,," 1,269,449.00 ",,
GHANA_TRANSPORTATION_0048,4,,"1,269,449","1,269,449","1,269,449","1,269,449",,
GHANA_TRANSPORTATION_0048,5,,"1,269,449","1,269,449.00","1,269,449.00","1,269,449.00",,
GHANA_TRANSPORTATION_0049,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0049,2,,,,,,"754,274.10",0%
GHANA_TRANSPORTATION_0049,3,,,,," 1,204,764.00 "," 1,269,449.00 ",95%
GHANA_TRANSPORTATION_0049,4,,"1,269,449","1,269,449","1,269,449","1,269,449",,
GHANA_TRANSPORTATION_0049,5,,"1,269,449","1,269,449.00","1,269,449.00","1,269,449.00",,
GHANA_TRANSPORTATION_0050,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0050,2,,,,,,59.42,0%
GHANA_TRANSPORTATION_0050,3,,,,,94.9,100,95%
GHANA_TRANSPORTATION_0050,4,,100,100,100,100,,
GHANA_TRANSPORTATION_0050,5,,100,100.00,100.00,100.00,,
GHANA_TRANSPORTATION_0051,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0051,2,,,,,,,
GHANA_TRANSPORTATION_0051,3,,,,,,,
GHANA_TRANSPORTATION_0051,4,,,,"3,632,258.65","3,632,258.65",,
GHANA_TRANSPORTATION_0051,5,,"3,632,258.65","3,632,258.65","3,692,259.00","3,507,627.74",,
GHANA_TRANSPORTATION_0052,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0052,2,,,,,,,
GHANA_TRANSPORTATION_0052,3,,,,,,,
GHANA_TRANSPORTATION_0052,4,,,,"544,838.8","918,447.80"," 1,816,129.33 ",30%
GHANA_TRANSPORTATION_0052,5,,"1,042,255","2,385,037.00","2,385,037.00","3,507,627.74"," 3,632,258.65 ",97%
GHANA_TRANSPORTATION_0053,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0053,2,,,,,,,
GHANA_TRANSPORTATION_0053,3,,,,,,,
GHANA_TRANSPORTATION_0053,4,,,,15,25.29,50,30%
GHANA_TRANSPORTATION_0053,5,,28.69,65.66,64.60,100.00,100,100%
GHANA_TRANSPORTATION_0054,1,(Apr-2007 to Mar-2008),,,,"2,028,435",,
GHANA_TRANSPORTATION_0054,2,,"4,380,810","4,380,810","4,380,810","4,380,810",,
GHANA_TRANSPORTATION_0054,3,,"4,380,810","4,380,810","5,306,398","5,306,398",,
GHANA_TRANSPORTATION_0054,4,,"5,549,044","5,549,044","5,549,044","5,549,044",,
GHANA_TRANSPORTATION_0054,5,,"5,549,044","5,549,044.07","5,549,044.07","5,549,044.07",,
GHANA_TRANSPORTATION_0055,1,(Apr-2007 to Mar-2008),,,,"644,151","1,376,867",47%
GHANA_TRANSPORTATION_0055,2,,"644,151","1,351,266","1,776,054","2,944,703","4,567,677",64%
GHANA_TRANSPORTATION_0055,3,,"3,175,409","3,703,510","4,181,072","4,321,127","5,549,044",78%
GHANA_TRANSPORTATION_0055,4,,"5,005,633","5,266,252","5,549,044","5,549,044",,100%
GHANA_TRANSPORTATION_0055,5,,"5,549,044","5,549,044.07","5,549,044.07","5,549,044.07",,
GHANA_TRANSPORTATION_0056,1,(Apr-2007 to Mar-2008),,,,11.61,24.81,47%
GHANA_TRANSPORTATION_0056,2,,11.61,24.00,32.01,53.07,82.31,64%
GHANA_TRANSPORTATION_0056,3,,57.22,66.74,75.35,77.87,100,78%
GHANA_TRANSPORTATION_0056,4,,90.21,94.90,100.00,100.00,,100%
GHANA_TRANSPORTATION_0056,5,,100,100,100,100,,
GHANA_TRANSPORTATION_0057,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0057,2,,,,," 42,168,601.00 ",,
GHANA_TRANSPORTATION_0057,3,," 42,168,601.00 "," 42,168,601.00 "," 170,178,728.50 "," 200,821,571.09 ",,
GHANA_TRANSPORTATION_0057,4,," 200,821,571.09 "," 200,821,571.09 "," 209,641,200.56 "," 209,641,200.56 ",,
GHANA_TRANSPORTATION_0057,5,," 209,641,200.56 "," 213,332,442.33 "," 237,754,752.00 "," 250,604,021.66 ",,
GHANA_TRANSPORTATION_0058,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0058,2,,,,," 4,216,860.10 ","4,216,860.10",100%
GHANA_TRANSPORTATION_0058,3,," 4,216,860.10 "," 4,216,860.10 "," 17,940,043.96 "," 32,576,106.31 ","64,129,969",51%
GHANA_TRANSPORTATION_0058,4,," 45,134,987.62 "," 58,724,953.00 "," 75,543,763.00 "," 89,792,779.00 ","113,171,207",79%
GHANA_TRANSPORTATION_0058,5,," 121,636,956.37 "," 154,352,916.40 "," 196,578,260.00 "," 250,604,021.66 "," 200,821,571.00 ",125%
GHANA_TRANSPORTATION_0059,1,(Apr-2007 to Mar-2008),,,,,,
GHANA_TRANSPORTATION_0059,2,,,,,10,10,100%
GHANA_TRANSPORTATION_0059,3,,10,10,11.00,16.40,42,39%
GHANA_TRANSPORTATION_0059,4,,22.48,29.24,36.03,42.83,75,57%
GHANA_TRANSPORTATION_0059,5,,58.02,72.35,82.68,100.00,100,100%
HONDURAS_ALL PROJECTS AND ACTIVITIES_0001,1,,0,,,,,
HONDURAS_ALL PROJECTS AND ACTIVITIES_0001,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_ALL PROJECTS AND ACTIVITIES_0001,3,,,,,,,
HONDURAS_ALL PROJECTS AND ACTIVITIES_0001,4,,,,0,0,0,
HONDURAS_ALL PROJECTS AND ACTIVITIES_0001,5,,,0,0,,,
HONDURAS_RURAL DEVELOPMENT_0001,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0001,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0001,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0001,4,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0001,5,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0002,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0002,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0002,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0002,4,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0002,5,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0003,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0003,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0003,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0003,4,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0003,5,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0004,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0004,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0004,3,,,,625,625,625,625
HONDURAS_RURAL DEVELOPMENT_0004,4,,,625,"3,274","3,274","3,274","3,499"
HONDURAS_RURAL DEVELOPMENT_0004,5,,,"3,274","6,029","6,029","6,029","6,000"
HONDURAS_RURAL DEVELOPMENT_0005,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0005,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0005,3,,,,950,950,950,950
HONDURAS_RURAL DEVELOPMENT_0005,4,,,950,"5,914","5,914","5,914","5,410"
HONDURAS_RURAL DEVELOPMENT_0005,5,,,"5,914","9,287","9,287","9,287","8,400"
HONDURAS_RURAL DEVELOPMENT_0006,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0006,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0006,3,,,,,,7.3,
HONDURAS_RURAL DEVELOPMENT_0006,4,,,38,102,176.3,214.8,203
HONDURAS_RURAL DEVELOPMENT_0006,5,,,266,290,322,400,203
HONDURAS_RURAL DEVELOPMENT_0007,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0007,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0007,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0007,4,,,,,,,50
HONDURAS_RURAL DEVELOPMENT_0007,5,,,30,50,50,80,100
HONDURAS_RURAL DEVELOPMENT_0008,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0008,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0008,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0008,4,,,,,,,"125,000"
HONDURAS_RURAL DEVELOPMENT_0008,5,,,"60,000","125,000","125,000","259,000","250,000"
HONDURAS_RURAL DEVELOPMENT_0009,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0009,2,(Sep-2005 to Oct-2006),,,174,289,434,"1,200"
HONDURAS_RURAL DEVELOPMENT_0009,3,,,529,604,"1,688","3,131","3,120"
HONDURAS_RURAL DEVELOPMENT_0009,4,,,"4,351","5,974","7,399","9,659","5,040"
HONDURAS_RURAL DEVELOPMENT_0009,5,,,"11,530","14,070","16,119","16,119","6,960"
HONDURAS_RURAL DEVELOPMENT_0010,1,,0,,,"10,000","10,000",
HONDURAS_RURAL DEVELOPMENT_0010,2,(Sep-2005 to Oct-2006),,"8,939","334,013","1,235,078","1,897,892",
HONDURAS_RURAL DEVELOPMENT_0010,3,,,"3,300,628","4,688,401","7,212,685","11,053,414",
HONDURAS_RURAL DEVELOPMENT_0010,4,,,"14,148,009","20,870,649","27,994,835","32,662,996",
HONDURAS_RURAL DEVELOPMENT_0010,5,,,"39,587,029","51,646,231","59,937,345","61,200,000",
HONDURAS_RURAL DEVELOPMENT_0011,1,,0,,,"10,000","10,000",
HONDURAS_RURAL DEVELOPMENT_0011,2,(Sep-2005 to Oct-2006),,"11,903","654,840","2,392,830","3,796,991",
HONDURAS_RURAL DEVELOPMENT_0011,3,,,"6,478,677","9,686,419","14,812,842","21,852,090",
HONDURAS_RURAL DEVELOPMENT_0011,4,,,"29,540,038","44,190,289","59,190,671","70,237,009",
HONDURAS_RURAL DEVELOPMENT_0011,5,,,"85,083,950","107,913,543","123,716,150","125,300,000",
HONDURAS_RURAL DEVELOPMENT_0012,1,,0,,,"10,000","10,000",
HONDURAS_RURAL DEVELOPMENT_0012,2,(Sep-2005 to Oct-2006),,0,"105,967","1,008,124","1,547,200",
HONDURAS_RURAL DEVELOPMENT_0012,3,,,"2,615,377","3,548,711","5,471,343","8,583,198",
HONDURAS_RURAL DEVELOPMENT_0012,4,,,"11,198,249","17,984,065","24,610,426","28,302,294",
HONDURAS_RURAL DEVELOPMENT_0012,5,,,"33,634,454","42,818,381","48,576,447","48,300,000",
HONDURAS_RURAL DEVELOPMENT_0013,1,,0,,,"10,000","10,000",
HONDURAS_RURAL DEVELOPMENT_0013,2,(Sep-2005 to Oct-2006),,"11,903","548,873","1,384,706","2,249,791",
HONDURAS_RURAL DEVELOPMENT_0013,3,,,"3,863,300","6,137,708","9,341,499","13,268,892",
HONDURAS_RURAL DEVELOPMENT_0013,4,,,"18,341,789","26,206,224","34,580,245","41,934,715",
HONDURAS_RURAL DEVELOPMENT_0013,5,,,"51,449,496","65,095,162","75,155,281","77,010,000",
HONDURAS_RURAL DEVELOPMENT_0014,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0014,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0014,3,,,,0,0,"748,417","200,000"
HONDURAS_RURAL DEVELOPMENT_0014,4,,,,"2,800,000","3,700,000","4,100,000","4,800,000"
HONDURAS_RURAL DEVELOPMENT_0014,5,,,"4,400,000","4,020,000","3,400,000","2,238,000","1,000,000"
HONDURAS_RURAL DEVELOPMENT_0015,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0015,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0015,3,,,,0,0,0,
HONDURAS_RURAL DEVELOPMENT_0015,4,,,0,0,0,0,"200,000"
HONDURAS_RURAL DEVELOPMENT_0015,5,,,0,0,0,"18,500","100,000"
HONDURAS_RURAL DEVELOPMENT_0016,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0016,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0016,3,,,,"5,292","5,292","748,417",
HONDURAS_RURAL DEVELOPMENT_0016,4,,,"2,079,621","3,229,538","4,705,217","6,212,205","50,000"
HONDURAS_RURAL DEVELOPMENT_0016,5,,,"7,580,967","8,974,023","10,168,307","10,695,460","60,000,000"
HONDURAS_RURAL DEVELOPMENT_0017,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0017,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0017,3,,,,0,0,0,
HONDURAS_RURAL DEVELOPMENT_0017,4,,,"12,900",0,"10,600","23,000",
HONDURAS_RURAL DEVELOPMENT_0017,5,,,"5,400",0,0,"70,400",
HONDURAS_RURAL DEVELOPMENT_0018,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0018,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0018,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0018,4,,,,"4,276","3,203","2,825",
HONDURAS_RURAL DEVELOPMENT_0018,5,,,"3,951","4,510","4,875","4,001",
HONDURAS_RURAL DEVELOPMENT_0019,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0019,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0019,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0019,4,,,,"2,740",,"2,626","2,200"
HONDURAS_RURAL DEVELOPMENT_0019,5,,,"3,717","4,297","4,605","4,605","4,050"
HONDURAS_RURAL DEVELOPMENT_0020,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0020,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0020,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0020,4,,,,"4,771","4,265","4,994",
HONDURAS_RURAL DEVELOPMENT_0020,5,,,"6,295","7,760","10,058","10,186",
HONDURAS_RURAL DEVELOPMENT_0021,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0021,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0021,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0021,4,,,,"2,924","2,107","4,788","5,500"
HONDURAS_RURAL DEVELOPMENT_0021,5,,,"5,996","7,242","9,305","9,305","9,000"
HONDURAS_RURAL DEVELOPMENT_0022,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0022,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0022,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0022,4,,,,"3,015","3,873","4,209",
HONDURAS_RURAL DEVELOPMENT_0022,5,,,"4,960","5,317","5,817","5,919",
HONDURAS_RURAL DEVELOPMENT_0023,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0023,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0023,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0023,4,,,,,,"4,041","3,480"
HONDURAS_RURAL DEVELOPMENT_0023,5,,,"4,712","4,957","5,428","5,428","5,400"
HONDURAS_RURAL DEVELOPMENT_0024,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0024,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0024,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0024,4,,,,"2,642","2,817","2,619",
HONDURAS_RURAL DEVELOPMENT_0024,5,,,"3,425","3,545","3,538","2,895",
HONDURAS_RURAL DEVELOPMENT_0025,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0025,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0025,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0025,4,,,,,,"2,456","2,200"
HONDURAS_RURAL DEVELOPMENT_0025,5,,,"3,215","3,363","3,343","3,343","4,050"
HONDURAS_RURAL DEVELOPMENT_0026,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0026,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0026,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0026,4,,,,0,4,3,6
HONDURAS_RURAL DEVELOPMENT_0026,5,,,6.4,9.3,16.9,19.9,6
HONDURAS_RURAL DEVELOPMENT_0027,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0027,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0027,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0027,4,,,,0.4,0.23,3.16,6
HONDURAS_RURAL DEVELOPMENT_0027,5,,,8.93,11.1,9.8,9.8,6
HONDURAS_RURAL DEVELOPMENT_0028,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0028,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0028,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0028,4,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0028,5,,,,,,,20
HONDURAS_RURAL DEVELOPMENT_0029,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0029,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0029,3,,,,,,16,
HONDURAS_RURAL DEVELOPMENT_0029,4,,,266,266,314,425,392
HONDURAS_RURAL DEVELOPMENT_0029,5,,,565,618,755,967,392
HONDURAS_RURAL DEVELOPMENT_0030,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0030,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0030,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0030,4,,,,,,3,3
HONDURAS_RURAL DEVELOPMENT_0030,5,,,3,3,3,3,3
HONDURAS_RURAL DEVELOPMENT_0031,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0031,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0031,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0031,4,,,,,,,3
HONDURAS_RURAL DEVELOPMENT_0031,5,,,3,3,3,3,3
HONDURAS_RURAL DEVELOPMENT_0032,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0032,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0032,3,,,,,,,20
HONDURAS_RURAL DEVELOPMENT_0032,4,,,20,20,30,30,30
HONDURAS_RURAL DEVELOPMENT_0032,5,,,30,30,30,30,30
HONDURAS_RURAL DEVELOPMENT_0033,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0033,2,(Sep-2005 to Oct-2006),,,460,682,956,"1,375"
HONDURAS_RURAL DEVELOPMENT_0033,3,,,"1,217","1,529","2,610","3,498","3,508"
HONDURAS_RURAL DEVELOPMENT_0033,4,,,"3,662","3,964","4,828","5,997","7,040"
HONDURAS_RURAL DEVELOPMENT_0033,5,,,"6,377","7,369","7,459","7,265","8,255"
HONDURAS_RURAL DEVELOPMENT_0034,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0034,2,(Sep-2005 to Oct-2006),,"2,018","6,021","9,959","15,084","16,600"
HONDURAS_RURAL DEVELOPMENT_0034,3,,,"20,537","27,276","36,453","46,139",
HONDURAS_RURAL DEVELOPMENT_0034,4,,,"54,519","63,279","73,663","89,535","46,600"
HONDURAS_RURAL DEVELOPMENT_0034,5,,,"104,299","117,622","134,632","150,278","61,600"
HONDURAS_RURAL DEVELOPMENT_0035,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0035,2,(Sep-2005 to Oct-2006),,No,No,No,No,
HONDURAS_RURAL DEVELOPMENT_0035,3,,,No,No,No,No,
HONDURAS_RURAL DEVELOPMENT_0035,4,,,No,No,No,No,Yes
HONDURAS_RURAL DEVELOPMENT_0035,5,,,No,No,No,Yes,
HONDURAS_RURAL DEVELOPMENT_0036,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0036,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0036,3,,,,,,"979,000","200,000"
HONDURAS_RURAL DEVELOPMENT_0036,4,,,"2,261,897","3,033,598","3,760,351","4,814,532","4,800,000"
HONDURAS_RURAL DEVELOPMENT_0036,5,,,"5,401,373","5,443,531","5,443,531","7,174,686","6,000,000"
HONDURAS_RURAL DEVELOPMENT_0037,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0037,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0037,3,,,,,,,
HONDURAS_RURAL DEVELOPMENT_0037,4,,,,,"-16,511",0,
HONDURAS_RURAL DEVELOPMENT_0037,5,,,"-200,000","-543,918","999,998","-2,517,848","-6,000,000"
HONDURAS_RURAL DEVELOPMENT_0038,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0038,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0038,3,,,,,,15,18
HONDURAS_RURAL DEVELOPMENT_0038,4,,,23,23,38,52,29
HONDURAS_RURAL DEVELOPMENT_0038,5,,,62,67,81,105,55
HONDURAS_RURAL DEVELOPMENT_0039,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0039,2,(Sep-2005 to Oct-2006),,132,193,237,257,
HONDURAS_RURAL DEVELOPMENT_0039,3,,,263,291,312,373,
HONDURAS_RURAL DEVELOPMENT_0039,4,,,407,409,416,423,
HONDURAS_RURAL DEVELOPMENT_0039,5,,,423,429,463,464,
HONDURAS_RURAL DEVELOPMENT_0040,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0040,2,(Sep-2005 to Oct-2006),,146,323,535,811,
HONDURAS_RURAL DEVELOPMENT_0040,3,,,"1,112.7","2,732.1","4,229.9","5,638.5",
HONDURAS_RURAL DEVELOPMENT_0040,4,,,"6,693.6","9,495.3","12,181.4","14,503.3",
HONDURAS_RURAL DEVELOPMENT_0040,5,,,"15,657","17,585","19,131","19,815",
HONDURAS_RURAL DEVELOPMENT_0041,1,,0,,,,,
HONDURAS_RURAL DEVELOPMENT_0041,2,(Sep-2005 to Oct-2006),,,,,,
HONDURAS_RURAL DEVELOPMENT_0041,3,,,,625,625,641,
HONDURAS_RURAL DEVELOPMENT_0041,4,,,891,"3,540","3,588","3,699",
